Call ID,Date Time,Agent ID,Agent State,Call Type,Service,Answer Time,avg talking time,Call Fwd,FWD Agent,disconnected code,disconnect time,Survey Opted,Customer FB,resolved
CID-03013,2026-02-08T08:57:55Z,1003,1,2,4,21,493,No,,1,2026-02-08T09:06:29Z,No,,Y
CID-03014,2026-02-15T17:43:38Z,1005,0,4,5,31,273,Yes,1007.0,1,2026-02-15T17:48:42Z,No,,Y
CID-03015,2026-02-12T19:52:42Z,1010,9,1,2,28,443,No,,1,2026-02-12T20:00:33Z,No,,Y
CID-03016,2026-02-02T12:58:45Z,1009,0,5,1,46,361,Yes,1002.0,1,2026-02-02T13:05:32Z,No,,Y
CID-03017,2026-02-24T15:42:17Z,1001,10,4,1,52,210,No,,1,2026-02-24T15:46:39Z,Yes,3.0,N
CID-03018,2026-02-18T10:02:31Z,1009,0,4,5,22,316,Yes,1003.0,1,2026-02-18T10:08:09Z,Yes,5.0,Y
CID-03019,2026-02-15T17:07:25Z,1014,0,4,1,16,261,Yes,1007.0,1,2026-02-15T17:12:02Z,Yes,1.0,N
CID-03020,2026-02-16T03:26:04Z,1008,0,2,4,45,66,Yes,1012.0,1,2026-02-16T03:27:55Z,No,,N
CID-03021,2026-02-15T06:29:05Z,1009,0,2,1,34,119,Yes,1011.0,1,2026-02-15T06:31:38Z,Yes,0.0,N
CID-03022,2026-02-18T22:52:44Z,1004,0,5,2,25,157,Yes,1008.0,1,2026-02-18T22:55:46Z,No,,N
CID-03023,2026-02-27T22:33:58Z,1001,0,5,2,55,377,Yes,1010.0,1,2026-02-27T22:41:10Z,No,,Y
CID-03024,2026-02-18T07:57:28Z,1003,0,2,4,12,410,Yes,1013.0,1,2026-02-18T08:04:30Z,Yes,1.0,Y
CID-03025,2026-02-03T02:04:03Z,1015,2,5,5,59,455,No,,1,2026-02-03T02:12:37Z,Yes,0.0,N
CID-03026,2026-02-24T08:26:06Z,1013,0,2,3,27,487,Yes,1002.0,1,2026-02-24T08:34:40Z,No,,Y
CID-03027,2026-02-13T00:18:03Z,1003,0,4,5,56,35,Yes,1015.0,1,2026-02-13T00:19:34Z,Yes,0.0,Y
CID-03028,2026-02-14T17:52:53Z,1013,0,5,5,35,360,Yes,1006.0,1,2026-02-14T17:59:28Z,Yes,5.0,N
CID-03029,2026-02-28T21:49:37Z,1007,4,1,10,29,69,No,,1,2026-02-28T21:51:15Z,Yes,2.0,N
CID-03030,2026-02-17T06:27:27Z,1011,3,1,1,27,259,No,,1,2026-02-17T06:32:13Z,Yes,2.0,Y
CID-03031,2026-02-22T19:19:00Z,1008,13,1,1,41,417,No,,1,2026-02-22T19:26:38Z,No,,Y
CID-03032,2026-02-07T09:07:19Z,1012,0,4,1,41,418,Yes,1001.0,1,2026-02-07T09:14:58Z,Yes,4.0,N
CID-03033,2026-02-05T18:01:43Z,1008,10,1,4,51,150,No,,1,2026-02-05T18:05:04Z,Yes,3.0,N
CID-03034,2026-02-21T02:50:28Z,1015,4,1,5,60,135,No,,1,2026-02-21T02:53:43Z,Yes,0.0,N
CID-03035,2026-02-24T17:57:26Z,1003,0,2,10,22,95,Yes,1006.0,1,2026-02-24T17:59:23Z,No,,N
CID-03036,2026-02-24T02:01:50Z,1015,13,4,5,60,27,No,,57,2026-02-24T02:03:17Z,,,N
CID-03037,2026-02-28T11:59:03Z,1009,0,4,1,40,24,Yes,1002.0,57,2026-02-28T12:00:07Z,,,N
CID-03038,2026-02-22T08:19:15Z,1003,9,1,1,40,284,No,,1,2026-02-22T08:24:39Z,No,,Y
CID-03039,2026-02-12T11:48:05Z,1014,0,4,4,36,386,Yes,1002.0,1,2026-02-12T11:55:07Z,No,,Y
CID-03040,2026-02-21T12:34:46Z,1013,0,2,1,14,310,Yes,1005.0,1,2026-02-21T12:40:10Z,No,,Y
CID-03041,2026-02-24T15:04:51Z,1004,10,4,5,41,476,No,,1,2026-02-24T15:13:28Z,Yes,0.0,Y
CID-03042,2026-02-16T11:23:44Z,1011,0,2,3,16,284,Yes,1002.0,1,2026-02-16T11:28:44Z,No,,Y
CID-03043,2026-02-11T09:18:50Z,1005,13,4,1,55,7,No,,57,2026-02-11T09:19:52Z,,,N
CID-03044,2026-02-15T19:53:34Z,1013,0,2,5,41,288,Yes,1010.0,1,2026-02-15T19:59:03Z,No,,Y
CID-03045,2026-02-03T23:56:09Z,1011,0,2,10,33,125,Yes,1008.0,1,2026-02-03T23:58:47Z,Yes,5.0,N
CID-03046,2026-02-06T14:49:50Z,1007,0,1,4,39,212,Yes,1005.0,1,2026-02-06T14:54:01Z,No,,Y
CID-03047,2026-02-06T06:09:39Z,1010,0,5,1,54,293,Yes,1012.0,1,2026-02-06T06:15:26Z,Yes,2.0,N
CID-03048,2026-02-10T20:17:25Z,1012,0,1,2,12,475,Yes,1010.0,1,2026-02-10T20:25:32Z,Yes,0.0,N
CID-03049,2026-02-27T21:29:53Z,1015,0,1,4,40,395,Yes,1009.0,1,2026-02-27T21:37:08Z,Yes,0.0,Y
CID-03050,2026-02-23T20:11:18Z,1004,0,1,3,13,339,Yes,1007.0,1,2026-02-23T20:17:10Z,Yes,1.0,Y
CID-03051,2026-02-06T06:09:43Z,1011,4,1,1,45,343,No,,1,2026-02-06T06:16:11Z,No,,Y
CID-03052,2026-02-03T03:10:28Z,1010,0,2,4,27,115,Yes,1013.0,1,2026-02-03T03:12:50Z,Yes,2.0,N
CID-03053,2026-02-25T16:39:46Z,1002,0,2,1,52,359,Yes,1009.0,1,2026-02-25T16:46:37Z,No,,Y
CID-03054,2026-02-21T23:06:52Z,1001,0,4,1,57,235,Yes,1009.0,1,2026-02-21T23:11:44Z,Yes,3.0,Y
CID-03055,2026-02-28T06:03:28Z,1005,0,5,2,40,175,Yes,1015.0,1,2026-02-28T06:07:03Z,No,,N
CID-03056,2026-02-16T00:54:58Z,1014,10,1,10,37,272,No,,1,2026-02-16T01:00:07Z,Yes,5.0,N
CID-03057,2026-02-07T11:05:15Z,1012,0,4,1,14,221,Yes,1004.0,1,2026-02-07T11:09:10Z,Yes,5.0,Y
CID-03058,2026-02-05T03:41:45Z,1012,10,1,10,21,345,No,,1,2026-02-05T03:47:51Z,No,,N
CID-03059,2026-02-03T00:38:02Z,1011,1,2,4,44,495,No,,1,2026-02-03T00:47:01Z,Yes,2.0,Y
CID-03060,2026-02-10T20:59:25Z,1015,0,1,10,55,374,Yes,1007.0,1,2026-02-10T21:06:34Z,No,,N
CID-03061,2026-02-22T02:02:50Z,1006,0,5,5,52,167,Yes,1014.0,1,2026-02-22T02:06:29Z,Yes,5.0,N
CID-03062,2026-02-26T16:55:40Z,1012,0,5,5,44,364,Yes,1008.0,1,2026-02-26T17:02:28Z,No,,N
CID-03063,2026-02-26T03:33:50Z,1009,0,5,1,46,170,Yes,1015.0,1,2026-02-26T03:37:26Z,No,,N
CID-03064,2026-02-06T12:13:51Z,1007,0,1,2,19,198,Yes,1001.0,1,2026-02-06T12:17:28Z,No,,N
CID-03065,2026-02-17T13:10:19Z,1006,0,4,10,12,368,Yes,1001.0,1,2026-02-17T13:16:39Z,No,,Y
CID-03066,2026-02-13T18:33:28Z,1006,3,2,2,48,5,No,,57,2026-02-13T18:34:21Z,,,N
CID-03067,2026-02-24T18:39:49Z,1004,0,1,2,38,370,Yes,1010.0,1,2026-02-24T18:46:37Z,Yes,2.0,N
CID-03068,2026-02-16T12:37:04Z,1010,0,1,4,17,107,Yes,1002.0,1,2026-02-16T12:39:08Z,No,,Y
CID-03069,2026-02-28T15:29:49Z,1010,0,5,5,31,100,Yes,1001.0,1,2026-02-28T15:32:00Z,Yes,5.0,Y
CID-03070,2026-02-11T23:03:39Z,1001,0,4,2,40,467,Yes,1008.0,1,2026-02-11T23:12:06Z,No,,N
CID-03071,2026-02-27T18:46:37Z,1012,0,2,2,24,460,Yes,1006.0,1,2026-02-27T18:54:41Z,Yes,4.0,N
CID-03072,2026-02-16T07:03:28Z,1001,0,4,10,56,56,Yes,1012.0,1,2026-02-16T07:05:20Z,Yes,2.0,Y
CID-03073,2026-02-24T23:49:16Z,1001,0,1,2,29,397,Yes,1007.0,1,2026-02-24T23:56:22Z,Yes,1.0,N
CID-03074,2026-02-04T11:17:54Z,1013,0,4,4,16,364,Yes,1005.0,1,2026-02-04T11:24:14Z,No,,N
CID-03075,2026-02-14T09:02:29Z,1009,0,5,4,40,63,Yes,1004.0,1,2026-02-14T09:04:12Z,Yes,3.0,N
CID-03076,2026-02-16T17:51:05Z,1005,0,1,10,27,232,Yes,1010.0,1,2026-02-16T17:55:24Z,Yes,2.0,Y
CID-03077,2026-02-05T23:28:39Z,1007,4,2,5,25,115,No,,1,2026-02-05T23:30:59Z,Yes,3.0,Y
CID-03078,2026-02-06T02:08:14Z,1003,0,2,4,31,6,Yes,1014.0,57,2026-02-06T02:08:51Z,,,N
CID-03079,2026-02-06T03:35:42Z,1002,0,2,1,53,354,Yes,1015.0,1,2026-02-06T03:42:29Z,No,,Y
CID-03080,2026-02-09T22:38:58Z,1007,4,5,1,14,1,No,,57,2026-02-09T22:39:13Z,,,Y
CID-03081,2026-02-08T16:18:40Z,1007,13,5,3,46,422,No,,1,2026-02-08T16:26:28Z,Yes,1.0,N
CID-03082,2026-02-01T15:30:25Z,1003,3,2,2,24,245,No,,1,2026-02-01T15:34:54Z,Yes,5.0,Y
CID-03083,2026-02-27T22:27:26Z,1002,0,2,5,23,455,Yes,1008.0,1,2026-02-27T22:35:24Z,Yes,4.0,N
CID-03084,2026-02-27T20:42:11Z,1008,1,2,1,20,294,No,,1,2026-02-27T20:47:25Z,Yes,5.0,Y
CID-03085,2026-02-21T01:06:47Z,1001,0,4,2,38,394,Yes,1014.0,1,2026-02-21T01:13:59Z,Yes,4.0,N
CID-03086,2026-02-23T08:27:53Z,1015,0,1,4,27,476,Yes,1004.0,1,2026-02-23T08:36:16Z,No,,Y
CID-03087,2026-02-14T20:07:07Z,1013,0,2,5,11,449,Yes,1009.0,1,2026-02-14T20:14:47Z,Yes,5.0,N
CID-03088,2026-02-18T00:25:30Z,1012,13,2,10,52,405,No,,1,2026-02-18T00:33:07Z,Yes,5.0,N
CID-03089,2026-02-23T22:59:19Z,1009,3,5,4,46,202,No,,1,2026-02-23T23:03:27Z,Yes,4.0,N
CID-03090,2026-02-09T08:56:04Z,1015,0,2,4,25,412,Yes,1002.0,1,2026-02-09T09:03:21Z,Yes,3.0,Y
CID-03091,2026-02-24T07:19:34Z,1007,0,4,2,14,320,Yes,1014.0,1,2026-02-24T07:25:08Z,No,,N
CID-03092,2026-02-20T17:56:29Z,1015,0,4,5,60,229,Yes,1009.0,1,2026-02-20T18:01:18Z,No,,Y
CID-03093,2026-02-04T16:30:42Z,1002,0,5,5,22,129,Yes,1008.0,1,2026-02-04T16:33:13Z,No,,Y
CID-03094,2026-02-16T13:54:42Z,1008,0,1,3,12,30,Yes,1001.0,1,2026-02-16T13:55:24Z,Yes,3.0,N
CID-03095,2026-02-28T16:52:15Z,1001,0,1,10,25,374,Yes,1010.0,1,2026-02-28T16:58:54Z,No,,Y
CID-03096,2026-02-03T22:41:32Z,1005,0,5,3,34,379,Yes,1010.0,1,2026-02-03T22:48:25Z,Yes,1.0,N
CID-03097,2026-02-26T04:57:22Z,1015,1,4,1,51,134,No,,1,2026-02-26T05:00:27Z,Yes,2.0,N
CID-03098,2026-02-11T18:40:02Z,1014,0,5,5,28,104,Yes,1007.0,1,2026-02-11T18:42:14Z,Yes,4.0,Y
CID-03099,2026-02-15T09:04:14Z,1005,13,4,3,53,238,No,,1,2026-02-15T09:09:05Z,No,,Y
CID-03100,2026-02-28T04:50:20Z,1013,10,4,1,45,99,No,,1,2026-02-28T04:52:44Z,No,,Y
CID-03101,2026-02-13T10:47:50Z,1014,0,4,4,36,56,Yes,1001.0,1,2026-02-13T10:49:22Z,No,,Y
CID-03102,2026-02-20T07:27:13Z,1012,9,5,3,29,242,No,,1,2026-02-20T07:31:44Z,Yes,2.0,Y
CID-03103,2026-02-03T03:55:55Z,1010,0,1,4,15,41,Yes,1015.0,1,2026-02-03T03:56:51Z,Yes,5.0,N
CID-03104,2026-02-06T14:28:09Z,1009,0,5,5,56,392,Yes,1004.0,1,2026-02-06T14:35:37Z,Yes,1.0,N
CID-03105,2026-02-11T15:48:20Z,1009,0,1,1,47,200,Yes,1004.0,1,2026-02-11T15:52:27Z,Yes,4.0,N
CID-03106,2026-02-26T21:26:23Z,1005,0,4,10,26,196,Yes,1009.0,1,2026-02-26T21:30:05Z,No,,N
CID-03107,2026-02-17T15:29:01Z,1013,0,2,3,16,405,Yes,1001.0,1,2026-02-17T15:36:02Z,No,,Y
CID-03108,2026-02-14T13:15:23Z,1011,0,4,1,32,262,Yes,1003.0,1,2026-02-14T13:20:17Z,No,,Y
CID-03109,2026-02-11T09:05:01Z,1004,1,5,3,18,309,No,,1,2026-02-11T09:10:28Z,No,,N
CID-03110,2026-02-01T16:19:48Z,1011,0,4,10,57,470,Yes,1006.0,1,2026-02-01T16:28:35Z,No,,N
CID-03111,2026-02-23T08:04:52Z,1015,0,2,5,15,53,Yes,1001.0,1,2026-02-23T08:06:00Z,No,,N
CID-03112,2026-02-28T20:36:44Z,1006,2,5,1,35,362,No,,1,2026-02-28T20:43:21Z,No,,Y
CID-03113,2026-02-20T08:02:57Z,1011,0,1,4,41,46,Yes,1001.0,1,2026-02-20T08:04:24Z,Yes,1.0,N
CID-03114,2026-02-02T02:00:07Z,1011,13,2,10,24,173,No,,1,2026-02-02T02:03:24Z,Yes,1.0,N
CID-03115,2026-02-06T04:33:08Z,1004,0,4,3,46,126,Yes,1012.0,1,2026-02-06T04:36:00Z,No,,N
CID-03116,2026-02-04T16:41:18Z,1002,0,5,10,48,402,Yes,1008.0,1,2026-02-04T16:48:48Z,No,,Y
CID-03117,2026-02-04T04:45:44Z,1005,0,5,3,48,50,Yes,1014.0,1,2026-02-04T04:47:22Z,No,,N
CID-03118,2026-02-19T02:47:32Z,1005,0,1,4,43,462,Yes,1011.0,1,2026-02-19T02:55:57Z,No,,N
CID-03119,2026-02-17T05:51:45Z,1008,0,1,4,27,133,Yes,1011.0,1,2026-02-17T05:54:25Z,Yes,1.0,Y
CID-03120,2026-02-19T16:33:16Z,1006,2,1,4,56,147,No,,1,2026-02-19T16:36:39Z,Yes,0.0,N
CID-03121,2026-02-28T22:42:06Z,1001,0,4,4,43,472,Yes,1009.0,1,2026-02-28T22:50:41Z,Yes,1.0,N
CID-03122,2026-02-27T05:08:00Z,1009,0,1,3,39,318,Yes,1012.0,1,2026-02-27T05:13:57Z,No,,Y
CID-03123,2026-02-11T14:19:20Z,1002,2,5,1,43,408,No,,1,2026-02-11T14:26:51Z,Yes,2.0,N
CID-03124,2026-02-11T06:27:18Z,1012,13,5,5,51,380,No,,1,2026-02-11T06:34:29Z,No,,N
CID-03125,2026-02-12T07:17:10Z,1005,0,2,5,51,105,Yes,1015.0,1,2026-02-12T07:19:46Z,No,,N
CID-03126,2026-02-18T12:32:24Z,1001,9,1,10,59,213,No,,1,2026-02-18T12:36:56Z,Yes,1.0,N
CID-03127,2026-02-11T12:46:59Z,1012,0,4,3,23,377,Yes,1002.0,1,2026-02-11T12:53:39Z,No,,Y
CID-03128,2026-02-18T16:06:00Z,1012,0,1,4,60,218,Yes,1009.0,1,2026-02-18T16:10:38Z,No,,Y
CID-03129,2026-02-07T09:07:00Z,1004,3,2,5,23,267,No,,1,2026-02-07T09:11:50Z,No,,N
CID-03130,2026-02-18T22:29:24Z,1015,0,2,3,50,13,Yes,1008.0,57,2026-02-18T22:30:27Z,,,N
CID-03131,2026-02-05T06:14:18Z,1010,0,5,2,48,354,Yes,1012.0,1,2026-02-05T06:21:00Z,Yes,4.0,N
CID-03132,2026-02-04T05:51:01Z,1002,0,1,2,31,229,Yes,1013.0,1,2026-02-04T05:55:21Z,No,,Y
CID-03133,2026-02-20T22:30:33Z,1014,0,4,4,29,57,Yes,1008.0,1,2026-02-20T22:31:59Z,Yes,4.0,Y
CID-03134,2026-02-28T11:37:20Z,1010,0,2,4,48,39,Yes,1005.0,1,2026-02-28T11:38:47Z,No,,N
CID-03135,2026-02-24T02:46:52Z,1015,2,4,1,11,100,No,,1,2026-02-24T02:48:43Z,No,,Y
CID-03136,2026-02-27T22:43:33Z,1010,10,2,3,35,229,No,,1,2026-02-27T22:47:57Z,Yes,5.0,Y
CID-03137,2026-02-21T14:17:22Z,1007,0,2,10,52,450,Yes,1003.0,1,2026-02-21T14:25:44Z,No,,Y
CID-03138,2026-02-17T02:04:39Z,1013,2,4,3,40,184,No,,1,2026-02-17T02:08:23Z,No,,N
CID-03139,2026-02-22T14:41:49Z,1013,0,2,4,60,496,Yes,1004.0,1,2026-02-22T14:51:05Z,Yes,5.0,N
CID-03140,2026-02-24T21:48:22Z,1005,0,5,5,57,208,Yes,1010.0,1,2026-02-24T21:52:47Z,No,,N
CID-03141,2026-02-23T10:05:58Z,1002,10,4,3,33,27,No,,57,2026-02-23T10:06:58Z,,,N
CID-03142,2026-02-16T18:17:25Z,1003,0,4,1,59,362,Yes,1006.0,1,2026-02-16T18:24:26Z,No,,Y
CID-03143,2026-02-16T03:52:56Z,1011,3,1,3,21,61,No,,1,2026-02-16T03:54:18Z,Yes,0.0,N
CID-03144,2026-02-21T12:23:11Z,1013,0,2,3,52,12,Yes,1003.0,57,2026-02-21T12:24:15Z,,,N
CID-03145,2026-02-03T09:08:31Z,1010,0,2,2,23,1,Yes,1004.0,57,2026-02-03T09:08:55Z,,,N
CID-03146,2026-02-05T04:52:39Z,1011,4,5,5,26,328,No,,1,2026-02-05T04:58:33Z,Yes,4.0,Y
CID-03147,2026-02-10T21:43:01Z,1012,0,1,2,44,173,Yes,1009.0,1,2026-02-10T21:46:38Z,Yes,2.0,N
CID-03148,2026-02-27T05:24:12Z,1001,0,5,2,44,345,Yes,1012.0,1,2026-02-27T05:30:41Z,Yes,3.0,N
CID-03149,2026-02-16T17:51:48Z,1004,0,4,10,39,76,Yes,1009.0,1,2026-02-16T17:53:43Z,Yes,4.0,Y
CID-03150,2026-02-20T15:17:51Z,1010,0,4,5,48,155,Yes,1004.0,1,2026-02-20T15:21:14Z,No,,Y
CID-03151,2026-02-17T11:33:00Z,1001,2,1,3,34,245,No,,1,2026-02-17T11:37:39Z,No,,Y
CID-03152,2026-02-01T23:46:57Z,1012,0,4,1,35,422,Yes,1010.0,1,2026-02-01T23:54:34Z,Yes,0.0,N
CID-03153,2026-02-21T17:13:07Z,1007,10,4,1,27,323,No,,1,2026-02-21T17:18:57Z,Yes,4.0,N
CID-03154,2026-02-25T23:25:36Z,1011,0,1,4,21,37,Yes,1007.0,1,2026-02-25T23:26:34Z,Yes,2.0,Y
CID-03155,2026-02-12T12:31:28Z,1002,2,2,3,12,185,No,,1,2026-02-12T12:34:45Z,Yes,3.0,N
CID-03156,2026-02-07T13:42:41Z,1015,0,2,2,42,79,Yes,1004.0,1,2026-02-07T13:44:42Z,No,,Y
CID-03157,2026-02-13T11:14:07Z,1013,0,1,2,21,269,Yes,1002.0,1,2026-02-13T11:18:57Z,No,,Y
CID-03158,2026-02-24T09:55:39Z,1013,0,4,3,49,175,Yes,1003.0,1,2026-02-24T09:59:23Z,Yes,0.0,N
CID-03159,2026-02-26T17:46:23Z,1005,0,5,3,13,480,Yes,1008.0,1,2026-02-26T17:54:36Z,Yes,4.0,Y
CID-03160,2026-02-09T23:51:22Z,1004,0,2,5,48,460,Yes,1010.0,1,2026-02-09T23:59:50Z,Yes,4.0,Y
CID-03161,2026-02-20T11:01:32Z,1015,0,5,1,40,188,Yes,1004.0,1,2026-02-20T11:05:20Z,No,,N
CID-03162,2026-02-19T19:38:53Z,1012,0,2,2,11,329,Yes,1008.0,1,2026-02-19T19:44:33Z,No,,Y
CID-03163,2026-02-18T08:25:04Z,1009,0,2,4,57,409,Yes,1001.0,1,2026-02-18T08:32:50Z,No,,N
CID-03164,2026-02-18T13:49:01Z,1014,0,1,4,26,80,Yes,1002.0,1,2026-02-18T13:50:47Z,No,,Y
CID-03165,2026-02-16T08:22:28Z,1007,0,2,5,31,404,Yes,1002.0,1,2026-02-16T08:29:43Z,No,,Y
CID-03166,2026-02-07T00:43:01Z,1006,0,5,1,10,205,Yes,1014.0,1,2026-02-07T00:46:36Z,Yes,5.0,N
CID-03167,2026-02-28T04:59:18Z,1007,0,5,5,58,189,Yes,1015.0,1,2026-02-28T05:03:25Z,No,,Y
CID-03168,2026-02-22T06:03:28Z,1009,0,4,5,39,430,Yes,1011.0,1,2026-02-22T06:11:17Z,Yes,1.0,N
CID-03169,2026-02-08T15:25:36Z,1001,3,5,4,20,326,No,,1,2026-02-08T15:31:22Z,Yes,5.0,Y
CID-03170,2026-02-25T10:06:56Z,1004,9,2,4,40,37,No,,1,2026-02-25T10:08:13Z,No,,Y
CID-03171,2026-02-10T03:55:17Z,1008,0,2,3,33,65,Yes,1014.0,1,2026-02-10T03:56:55Z,No,,Y
CID-03172,2026-02-20T07:36:17Z,1014,3,4,1,49,473,No,,1,2026-02-20T07:44:59Z,Yes,5.0,N
CID-03173,2026-02-10T23:06:40Z,1015,0,5,3,59,176,Yes,1007.0,1,2026-02-10T23:10:35Z,No,,N
CID-03174,2026-02-27T12:41:29Z,1015,0,4,3,27,361,Yes,1003.0,1,2026-02-27T12:47:57Z,No,,Y
CID-03175,2026-02-19T21:17:30Z,1013,0,4,1,22,402,Yes,1010.0,1,2026-02-19T21:24:34Z,Yes,1.0,Y
CID-03176,2026-02-17T11:39:28Z,1006,0,4,10,42,296,Yes,1005.0,1,2026-02-17T11:45:06Z,No,,Y
CID-03177,2026-02-15T01:14:16Z,1004,0,5,2,59,262,Yes,1015.0,1,2026-02-15T01:19:37Z,Yes,1.0,N
CID-03178,2026-02-04T04:54:41Z,1011,9,1,2,52,229,No,,1,2026-02-04T04:59:22Z,Yes,4.0,N
CID-03179,2026-02-20T10:26:07Z,1003,4,4,10,43,201,No,,1,2026-02-20T10:30:11Z,Yes,3.0,N
CID-03180,2026-02-17T12:00:53Z,1002,2,2,3,59,246,No,,1,2026-02-17T12:05:58Z,Yes,1.0,Y
CID-03181,2026-02-03T16:29:00Z,1003,0,5,5,24,378,Yes,1010.0,1,2026-02-03T16:35:42Z,Yes,1.0,Y
CID-03182,2026-02-12T00:51:58Z,1013,10,5,1,60,215,No,,1,2026-02-12T00:56:33Z,No,,N
CID-03183,2026-02-02T16:23:35Z,1013,0,2,2,56,473,Yes,1010.0,1,2026-02-02T16:32:24Z,Yes,1.0,Y
CID-03184,2026-02-15T04:33:40Z,1007,0,2,1,26,406,Yes,1013.0,1,2026-02-15T04:40:52Z,No,,Y
CID-03185,2026-02-07T10:34:19Z,1001,1,2,10,24,270,No,,1,2026-02-07T10:39:13Z,Yes,2.0,N
CID-03186,2026-02-22T10:57:51Z,1001,10,5,4,50,381,No,,1,2026-02-22T11:05:02Z,No,,Y
CID-03187,2026-02-19T10:59:18Z,1004,13,5,1,47,123,No,,1,2026-02-19T11:02:08Z,No,,Y
CID-03188,2026-02-26T00:19:22Z,1014,10,5,2,52,454,No,,1,2026-02-26T00:27:48Z,No,,N
CID-03189,2026-02-06T19:59:11Z,1009,9,1,3,18,179,No,,1,2026-02-06T20:02:28Z,Yes,4.0,Y
CID-03190,2026-02-25T06:12:20Z,1004,0,1,10,55,476,Yes,1011.0,1,2026-02-25T06:21:11Z,Yes,0.0,N
CID-03191,2026-02-17T00:07:22Z,1006,0,5,4,20,88,Yes,1012.0,1,2026-02-17T00:09:10Z,Yes,2.0,N
CID-03192,2026-02-05T21:03:54Z,1014,0,4,4,33,442,Yes,1006.0,1,2026-02-05T21:11:49Z,Yes,2.0,Y
CID-03193,2026-02-14T04:26:08Z,1003,0,2,1,30,22,Yes,1012.0,57,2026-02-14T04:27:00Z,,,Y
CID-03194,2026-02-17T05:19:55Z,1010,0,4,3,12,375,Yes,1014.0,1,2026-02-17T05:26:22Z,No,,Y
CID-03195,2026-02-14T22:58:39Z,1012,0,2,4,54,1,Yes,1009.0,57,2026-02-14T22:59:34Z,,,N
CID-03196,2026-02-08T15:51:38Z,1009,0,5,5,23,166,Yes,1004.0,1,2026-02-08T15:54:47Z,No,,Y
CID-03197,2026-02-25T20:08:44Z,1009,1,5,3,49,73,No,,1,2026-02-25T20:10:46Z,Yes,2.0,Y
CID-03198,2026-02-02T23:47:08Z,1009,9,4,5,41,48,No,,1,2026-02-02T23:48:37Z,No,,N
CID-03199,2026-02-14T18:18:43Z,1015,0,2,4,49,274,Yes,1010.0,1,2026-02-14T18:24:06Z,Yes,4.0,Y
CID-03200,2026-02-26T04:24:07Z,1013,1,5,2,60,438,No,,1,2026-02-26T04:32:25Z,Yes,5.0,Y
CID-03201,2026-02-14T12:26:45Z,1010,0,4,4,43,253,Yes,1005.0,1,2026-02-14T12:31:41Z,Yes,0.0,Y
CID-03202,2026-02-12T13:49:32Z,1005,1,5,2,49,406,No,,1,2026-02-12T13:57:07Z,No,,Y
CID-03203,2026-02-06T17:38:32Z,1012,0,1,5,52,223,Yes,1007.0,1,2026-02-06T17:43:07Z,Yes,2.0,N
CID-03204,2026-02-15T06:37:34Z,1015,1,2,1,42,165,No,,1,2026-02-15T06:41:01Z,No,,Y
CID-03205,2026-02-09T02:45:09Z,1007,0,2,2,50,39,Yes,1011.0,1,2026-02-09T02:46:38Z,No,,N
CID-03206,2026-02-18T20:36:04Z,1005,0,1,5,50,176,Yes,1010.0,1,2026-02-18T20:39:50Z,Yes,2.0,N
CID-03207,2026-02-11T19:59:39Z,1011,0,5,1,57,215,Yes,1010.0,1,2026-02-11T20:04:11Z,No,,N
CID-03208,2026-02-15T19:47:28Z,1009,10,2,1,34,322,No,,1,2026-02-15T19:53:24Z,Yes,2.0,Y
CID-03209,2026-02-13T08:42:10Z,1009,0,1,3,34,314,Yes,1004.0,1,2026-02-13T08:47:58Z,Yes,1.0,N
CID-03210,2026-02-06T08:45:19Z,1005,1,4,3,58,366,No,,1,2026-02-06T08:52:23Z,Yes,5.0,Y
CID-03211,2026-02-05T07:14:47Z,1006,0,5,3,60,435,Yes,1014.0,1,2026-02-05T07:23:02Z,No,,N
CID-03212,2026-02-26T04:56:27Z,1004,0,4,10,35,113,Yes,1011.0,1,2026-02-26T04:58:55Z,Yes,1.0,N
CID-03213,2026-02-10T10:25:23Z,1012,0,1,1,10,263,Yes,1004.0,1,2026-02-10T10:29:56Z,No,,Y
CID-03214,2026-02-20T19:17:06Z,1005,0,5,10,21,397,Yes,1006.0,1,2026-02-20T19:24:04Z,No,,Y
CID-03215,2026-02-08T13:02:43Z,1009,0,1,3,30,461,Yes,1005.0,1,2026-02-08T13:10:54Z,Yes,1.0,Y
CID-03216,2026-02-12T14:48:00Z,1009,0,1,2,52,496,Yes,1004.0,1,2026-02-12T14:57:08Z,Yes,1.0,N
CID-03217,2026-02-28T01:43:40Z,1014,13,4,2,14,444,No,,1,2026-02-28T01:51:18Z,No,,N
CID-03218,2026-02-21T07:28:52Z,1005,0,1,3,53,354,Yes,1015.0,1,2026-02-21T07:35:39Z,Yes,2.0,N
CID-03219,2026-02-05T15:21:04Z,1003,10,5,4,32,44,No,,1,2026-02-05T15:22:20Z,No,,N
CID-03220,2026-02-22T01:57:42Z,1005,0,1,2,21,181,Yes,1012.0,1,2026-02-22T02:01:04Z,No,,N
CID-03221,2026-02-23T13:13:49Z,1008,0,4,10,23,231,Yes,1005.0,1,2026-02-23T13:18:03Z,No,,Y
CID-03222,2026-02-28T18:59:48Z,1002,0,1,4,49,352,Yes,1007.0,1,2026-02-28T19:06:29Z,Yes,1.0,Y
