Access Levels,AgentState,Application Gateway: Fault Tolerance,Client Type,Customer Options Type,Days,Dialed Number Map: ANIWildCardType,Dialer Detail: CallResult,Dialer Detail: CallStatusZone,Dialer Detail: DialingMode,Event Fields,ICR Locks Fields,LabelType Fields,Logical Interface Controller Fields,Network Vru Type,Port Status,Route Call Detail Fields (TargetType),Router Error Codes,Object Types: Security,Object Types: User Variable,Peripheral Real Time Status Field,Reason Codes,Service Fields (ServiceLevelType),Service Real Time: Service Mode Indicator Field,Target Types: Script Cross Reference and Scheduled Report Input,Termination Call Detail: Call Disposition,Termination Call Detail: CallDispositionFlag Fields,Termination Call Detail: Peripheral Call Type,Trunk Type
20,3,1,4,2,4,4,10,F,3,1,0,2,2,1,300,3,63,4,3,3,50004,2,2,3,13,1,1,4
30,11,2,1,50,1,0,26,B,3,2,2,2,1,1,340,5,64,2,2,3,50042,2,1,1,13,3,32,1
10,5,3,2,50,64,5,26,L,1,5,2,0,1,1,360,5,65,4,2,4,50042,1,2,1,13,3,1,4
10,13,3,25,50,64,1,2,J,8,2,0,1,41,3,360,5,62,5,3,1,50004,1,6,3,1,3,4,1
20,5,3,25,1,16,2,3,X,1,1,2,2,13,10,330,0,64,3,2,1,50004,1,6,3,13,2,4,3
20,12,2,4,1,64,2,10,B,1,0,2,0,1,1,330,0,63,3,2,4,50020,0,1,3,1,2,4,2
30,5,0,3,2,2,5,2,X,8,0,2,1,1,10,360,2,448,1,1,3,50020,2,6,2,52,3,1,4
20,9,3,25,1,8,1,8,C,8,2,0,0,2,1,320,0,63,1,1,3,50003,1,6,3,13,1,32,4
10,2,1,3,2,2,1,10,S,1,5,0,2,2,2,350,0,63,4,3,2,50042,2,1,2,13,1,32,1
10,9,2,5,1,64,1,2,J,1,0,0,1,1,1,310,2,64,5,3,1,50020,0,1,1,52,1,1,2
30,5,3,13,2,4,0,2,P,2,1,2,0,41,10,370,2,65,3,1,4,50004,0,6,7,52,2,1,4
30,3,3,2,50,1,2,10,D,3,1,2,1,41,3,370,2,64,5,3,1,50003,2,2,1,52,3,4,3
20,3,1,5,50,1,3,8,S,2,0,0,2,1,10,300,2,62,5,1,2,50004,2,1,1,13,1,4,2
20,11,0,25,2,2,3,26,S,8,1,2,2,41,10,310,5,62,2,1,1,50020,2,6,2,1,3,1,4
10,10,0,8,50,32,4,8,R,3,1,0,0,41,1,350,2,62,5,3,2,50004,2,1,1,13,2,32,4
30,7,1,5,1,1,2,10,B,3,1,0,1,1,2,300,5,448,3,1,1,50020,1,1,2,52,1,4,4
30,13,2,4,1,64,2,3,M,1,1,0,3,2,10,320,2,63,2,3,1,50004,1,1,2,52,3,32,3
20,11,1,1,2,16,0,10,C,3,5,2,3,2,1,350,0,66,3,1,2,50020,1,2,7,13,1,1,2
20,3,3,8,1,1,0,3,R,3,1,2,3,41,1,370,3,62,5,1,4,50020,1,6,3,1,2,32,1
10,7,1,3,2,4,3,3,M,3,5,0,3,41,2,290,3,64,5,1,2,50003,0,6,3,1,2,32,3
30,8,2,13,2,32,2,2,A,8,5,2,0,13,2,340,5,62,2,1,4,50002,1,6,3,52,2,4,1
20,3,1,4,50,64,3,26,S,8,5,0,0,13,1,310,0,64,1,3,3,50002,1,1,3,13,3,32,4
10,8,3,8,2,32,4,2,J,1,1,0,1,1,1,290,5,62,2,3,3,50002,1,2,7,1,1,4,4
10,2,2,3,1,2,5,2,S,1,5,2,3,41,3,340,5,65,1,3,1,50042,1,1,2,1,2,32,2
30,13,0,1,2,16,2,8,L,1,0,2,0,2,1,290,3,64,1,2,1,50020,2,1,1,1,3,32,1
20,3,2,13,2,2,5,2,M,3,2,2,1,1,3,290,5,63,2,2,2,50002,1,6,1,13,3,1,4
10,4,2,5,1,16,2,26,M,1,5,2,0,13,1,330,0,65,4,3,2,50020,1,2,3,13,3,4,1
10,8,2,8,50,2,2,8,M,8,5,2,3,13,3,360,2,66,4,1,3,50042,2,2,1,52,2,32,3
20,7,2,25,1,32,5,8,X,3,1,0,0,41,1,370,3,63,3,2,2,50042,0,1,2,1,2,1,1
30,8,1,2,50,1,3,10,C,3,5,0,2,13,3,300,5,66,3,2,3,50020,0,6,2,52,1,4,2
10,4,2,5,50,1,5,8,X,1,5,2,3,13,10,290,3,65,2,2,4,50004,0,1,1,13,2,1,1
10,13,3,25,1,64,1,8,D,1,1,2,2,1,10,310,0,65,4,2,2,50003,0,2,3,13,1,32,3
10,7,2,25,1,8,4,3,S,3,0,0,0,1,10,360,2,65,4,3,2,50042,2,2,3,13,1,4,1
20,6,3,30,1,4,1,2,F,8,1,0,1,41,2,330,0,62,4,2,1,50002,0,6,7,13,2,4,1
10,14,1,30,50,64,4,3,L,3,1,0,2,13,3,370,2,62,5,1,1,50042,2,1,3,1,3,4,3
10,11,1,2,2,16,3,3,B,1,1,0,3,2,2,330,5,66,3,3,4,50042,2,6,7,13,1,32,3
20,2,0,2,1,32,1,3,B,2,0,0,3,1,2,350,2,65,4,2,4,50003,2,2,3,13,3,32,2
20,3,1,8,1,16,1,26,U,8,5,2,2,13,2,360,3,62,4,2,4,50042,1,6,3,52,2,1,1
20,10,1,1,1,64,4,2,F,8,5,0,2,13,3,320,2,66,2,2,1,50042,0,2,2,1,2,4,1
20,11,1,1,2,2,4,3,J,1,0,2,1,2,1,340,2,62,2,2,4,50004,2,6,7,13,3,4,3
20,4,0,25,2,16,3,8,A,2,2,2,3,2,10,350,3,63,5,3,3,50003,1,2,1,13,1,32,2
10,2,2,2,2,8,2,26,C,2,0,2,1,13,2,310,5,448,5,2,1,50003,0,1,1,13,3,4,1
20,12,0,30,1,4,5,26,L,8,5,2,3,2,1,300,3,65,3,2,2,50020,2,6,7,13,2,32,4
10,12,1,8,50,2,5,26,C,3,2,2,2,1,1,350,0,66,2,3,2,50003,0,2,7,1,2,32,2
20,2,1,1,2,4,3,8,R,3,2,2,0,13,3,300,0,62,3,3,4,50020,0,1,1,13,2,32,3
10,9,2,30,2,8,1,2,M,1,2,0,0,41,10,300,3,65,3,3,3,50002,2,1,1,1,2,1,4
10,12,0,4,50,1,2,3,P,8,5,2,1,13,10,300,5,62,1,1,2,50042,1,2,3,1,3,1,1
20,1,3,2,2,16,0,26,A,8,5,2,1,2,1,360,0,62,4,2,2,50042,1,6,2,1,2,4,2
30,2,3,13,2,2,0,3,P,8,2,0,2,1,3,340,3,448,5,2,4,50042,1,2,2,52,2,4,4
20,7,2,4,1,16,1,26,L,3,5,0,3,41,1,310,2,66,2,2,3,50004,1,6,1,1,1,4,4
10,5,0,5,1,4,2,2,X,8,1,0,1,1,10,360,0,63,2,3,1,50004,0,6,1,13,2,32,2
10,3,1,30,1,2,1,2,X,2,0,2,0,41,1,310,3,448,1,1,4,50042,0,6,1,52,1,32,3
30,8,3,4,1,8,0,10,C,2,0,0,0,13,2,370,2,448,2,3,2,50042,1,2,3,13,3,32,2
10,1,0,4,2,32,5,10,C,2,1,0,2,1,10,350,5,65,1,2,2,50003,2,1,2,13,1,32,4
20,13,1,30,50,8,4,8,U,1,0,2,0,2,3,290,2,62,2,2,1,50002,2,1,7,13,3,32,2
30,10,0,3,1,2,2,8,M,8,5,0,2,1,3,300,0,448,3,3,1,50020,1,1,2,52,1,32,2
10,6,0,13,50,64,0,2,X,2,1,0,3,2,2,340,0,63,2,3,2,50042,1,6,2,1,3,1,4
30,13,3,30,2,1,3,26,M,1,1,0,1,1,1,300,2,62,5,2,3,50042,1,6,3,13,2,32,1
20,0,3,1,1,8,4,3,M,3,0,2,2,1,1,330,3,62,1,2,2,50004,1,1,7,13,3,1,4
10,11,2,13,50,2,5,26,J,1,1,2,0,41,10,290,3,65,4,2,1,50004,0,1,2,52,1,1,3
10,7,2,25,1,32,3,2,B,2,1,2,1,13,2,330,0,66,3,1,2,50042,2,6,3,1,2,32,1
20,2,2,25,50,2,3,3,X,1,5,2,3,1,10,310,3,65,3,1,3,50020,2,1,2,1,1,1,1
20,2,0,1,50,16,5,3,C,3,1,0,1,2,3,370,0,448,1,3,4,50004,2,1,2,52,2,1,1
10,10,2,30,50,64,2,10,U,3,2,0,3,2,2,340,0,448,5,2,2,50002,2,6,1,52,3,4,4
10,10,1,25,50,2,2,3,U,2,1,0,2,1,3,310,5,65,2,3,2,50042,1,6,3,52,1,1,2
30,8,1,3,1,1,5,3,L,2,0,2,2,13,10,370,0,448,3,1,4,50003,0,2,1,1,2,4,4
10,2,2,4,50,16,5,10,M,8,5,2,0,13,10,370,3,64,1,1,3,50042,1,1,7,52,1,1,3
30,12,3,13,1,2,5,8,M,3,2,0,1,41,10,330,5,65,2,3,4,50003,0,1,2,13,3,32,4
30,13,0,13,2,32,2,3,D,3,0,0,0,2,3,340,3,448,3,1,3,50003,0,2,7,52,1,32,4
10,5,2,3,2,32,1,3,A,3,2,2,3,13,3,340,2,62,1,2,1,50003,1,6,3,1,3,32,2
30,5,1,30,50,2,1,26,C,3,2,0,2,13,10,320,5,448,4,3,2,50042,2,1,2,52,3,32,1
30,5,0,30,1,1,4,26,R,8,2,0,1,41,10,360,2,66,4,3,1,50004,0,6,3,13,1,32,1
10,3,2,2,2,8,5,3,U,2,2,0,3,41,2,310,0,448,3,3,1,50003,2,6,3,13,1,1,3
20,6,1,30,50,32,1,3,S,1,0,2,0,41,3,320,0,65,4,1,3,50003,1,2,7,52,1,1,1
10,6,2,13,2,4,5,8,U,3,1,2,2,41,2,360,2,66,3,3,4,50004,1,1,1,13,1,1,2
30,13,0,25,1,64,5,10,U,8,2,2,2,41,2,350,3,63,1,2,1,50002,1,6,7,52,3,1,1
30,12,3,13,50,64,4,26,M,8,1,0,1,13,1,330,3,64,5,3,4,50003,0,2,7,52,1,4,1
20,11,1,25,2,8,5,8,U,3,2,0,3,2,1,330,2,448,2,3,1,50020,0,2,7,13,2,1,1
20,6,3,2,1,2,2,26,A,3,5,2,3,1,3,310,3,65,5,2,1,50003,1,2,7,1,3,1,2
10,5,3,5,1,2,4,8,B,1,5,0,2,13,1,290,5,65,1,1,1,50002,1,1,1,1,3,4,2
30,6,0,13,50,8,5,10,S,8,0,0,0,41,1,310,2,64,2,2,3,50003,0,2,3,13,2,32,3
10,14,1,5,1,1,3,2,A,2,5,0,3,1,1,350,0,448,3,1,1,50003,1,6,1,1,3,32,3
30,13,0,13,50,16,0,3,M,3,0,0,1,2,10,370,0,448,2,1,1,50003,1,6,2,1,3,4,2
20,11,1,30,50,64,4,3,F,3,0,2,2,13,1,320,2,62,5,2,4,50042,0,6,1,13,1,4,1
30,5,3,13,50,4,0,8,F,1,0,0,1,2,2,300,2,63,3,1,2,50002,2,1,2,1,2,4,4
30,3,0,5,1,64,5,8,S,1,1,2,3,1,1,300,2,64,5,2,3,50042,0,2,2,1,3,4,3
20,5,1,1,2,32,2,26,M,1,1,2,1,13,10,330,0,65,1,3,3,50042,0,1,2,52,3,4,2
30,12,2,3,1,4,2,2,F,8,0,2,0,1,10,360,2,62,1,1,2,50020,2,2,3,13,2,1,1
10,7,0,30,1,8,3,3,J,3,0,2,2,13,2,300,5,448,3,1,2,50042,1,1,7,1,3,32,1
20,13,2,5,1,4,3,10,B,1,2,2,3,41,2,330,0,66,3,3,4,50003,0,2,7,1,1,1,2
10,6,1,5,1,1,3,3,D,3,5,2,0,13,3,290,5,62,2,2,4,50003,1,2,7,13,3,32,4
20,8,1,30,1,1,1,26,U,8,2,2,0,2,3,350,3,448,4,1,2,50042,1,1,2,13,3,4,1
30,10,3,25,50,8,1,8,J,8,0,2,1,41,10,360,3,448,1,3,1,50004,0,1,7,1,2,1,3
30,3,1,2,50,16,5,3,X,2,2,2,3,2,10,330,2,66,4,3,4,50020,1,2,1,1,2,4,3
30,9,1,4,2,16,0,10,S,1,5,0,1,2,3,300,0,63,3,3,4,50020,2,6,1,1,3,32,3
30,14,0,5,50,1,2,3,U,1,5,0,3,1,10,340,3,66,3,2,4,50020,1,6,1,52,3,4,3
20,8,0,1,2,16,4,10,D,8,1,2,0,1,1,350,3,63,5,1,4,50004,1,1,3,1,2,1,2
20,14,2,25,1,32,0,2,D,3,2,0,0,1,2,310,0,448,1,3,3,50002,0,1,1,13,2,4,1
10,9,2,2,50,8,4,2,R,3,0,2,0,1,2,370,0,448,3,2,1,50004,1,2,1,13,1,32,3
20,7,2,4,1,32,4,8,C,2,1,2,0,1,10,350,0,64,2,1,3,50003,0,2,7,1,2,4,4
30,10,0,4,1,8,4,3,M,3,1,0,1,1,3,370,3,66,5,3,4,50002,1,6,1,1,1,32,3
10,13,2,1,1,64,5,3,C,1,2,2,1,13,10,290,2,64,4,3,3,50002,0,1,7,52,3,32,4
20,6,3,30,2,16,5,26,X,2,5,0,0,2,1,330,0,448,2,1,2,50004,1,2,7,52,3,4,3
20,11,2,8,2,2,2,2,P,3,1,2,2,13,3,320,2,62,4,2,3,50003,0,6,1,13,1,32,4
10,11,0,13,50,1,3,2,U,2,0,0,0,2,2,290,3,65,2,3,3,50004,1,6,2,1,1,1,4
30,1,1,4,1,2,4,26,P,3,1,0,1,1,1,360,5,448,4,2,3,50042,1,6,7,1,1,1,4
10,13,2,25,2,64,4,10,F,1,0,0,2,41,10,330,0,64,1,3,4,50042,1,6,2,1,1,1,2
20,7,2,25,1,8,4,8,X,8,2,0,1,41,10,320,0,65,3,3,1,50004,1,6,2,52,2,1,2
30,3,2,4,1,1,1,3,A,8,2,2,3,41,2,310,2,63,4,3,4,50042,1,1,3,1,2,4,4
20,14,2,13,2,64,3,26,L,1,2,0,1,1,10,290,2,62,2,3,3,50003,0,2,1,13,2,1,1
10,13,3,3,1,2,1,3,U,3,2,2,1,41,1,330,0,65,4,2,4,50003,1,2,7,52,1,4,1
20,11,1,25,2,2,1,10,M,1,0,2,1,2,3,330,5,64,3,2,1,50042,2,2,7,52,3,1,3
30,6,0,30,50,1,2,26,P,8,0,0,2,2,3,290,2,62,3,3,4,50002,0,1,1,1,3,4,4
20,2,3,5,1,1,4,10,P,2,2,2,1,2,2,370,3,62,5,2,1,50004,2,1,7,52,2,4,2
10,5,3,4,1,2,2,2,X,8,2,2,2,41,3,360,5,63,1,1,1,50003,2,1,2,52,2,1,1
10,7,0,2,1,2,5,26,L,3,5,2,1,1,2,340,3,65,2,2,2,50003,2,6,2,13,2,4,2
10,6,3,1,2,1,5,26,B,1,5,0,1,41,10,320,5,66,2,1,2,50004,1,2,1,1,1,32,4
20,6,1,2,2,16,3,10,A,2,5,0,2,41,2,310,5,63,4,1,2,50002,2,6,3,13,2,4,1
20,10,1,8,1,4,5,2,M,8,5,0,1,41,1,340,2,65,3,1,3,50003,2,6,7,13,2,1,2
30,13,3,4,2,32,0,10,C,8,5,0,1,13,10,350,2,448,1,1,1,50003,0,6,3,13,1,32,1
20,13,3,8,2,32,0,3,F,2,1,0,2,13,2,350,0,66,4,1,4,50002,0,1,3,52,1,1,2
20,12,2,1,2,4,5,8,S,3,1,2,1,41,1,360,2,65,4,3,2,50020,1,6,2,52,3,1,2
10,1,1,3,1,4,5,3,P,3,1,2,0,1,2,310,2,448,4,3,4,50020,2,1,3,1,1,1,4
30,1,1,4,50,4,0,10,F,3,5,2,3,2,2,360,3,66,1,3,3,50020,2,6,3,13,1,32,3
30,2,0,4,1,8,5,10,D,8,1,0,3,1,2,300,0,66,5,3,1,50042,2,2,3,52,2,1,2
10,3,2,25,50,2,3,3,U,2,5,0,2,2,2,300,3,448,3,3,4,50004,0,1,7,13,1,4,1
20,5,1,4,1,64,5,2,A,8,0,2,0,1,3,370,3,448,1,1,1,50020,2,2,2,52,1,32,1
20,7,2,30,1,16,2,3,X,3,2,2,3,41,1,300,5,62,4,3,3,50002,0,2,2,52,3,4,2
20,7,1,3,1,64,5,2,S,3,5,0,1,13,1,310,0,448,2,1,1,50004,1,2,7,13,2,32,1
20,12,1,2,1,4,5,10,C,1,5,0,1,41,3,340,2,64,1,1,1,50020,1,2,1,1,2,1,2
20,1,2,30,2,32,0,8,B,3,1,2,0,2,2,300,0,66,4,1,2,50042,0,1,2,1,1,1,3
20,14,1,13,1,4,5,3,B,2,5,2,2,13,1,370,3,448,2,3,1,50002,2,1,3,1,1,1,4
20,6,3,13,50,4,4,26,D,3,1,0,3,1,1,340,2,64,4,1,3,50020,1,6,7,13,2,4,2
10,11,0,3,1,64,1,2,D,1,2,2,2,41,3,360,3,63,1,3,1,50004,0,2,2,52,1,1,3
20,12,0,8,1,2,3,2,P,1,5,2,2,41,3,310,3,66,2,3,3,50004,0,6,2,1,3,1,1
10,11,0,8,50,2,4,2,D,8,5,2,3,1,2,310,0,63,3,1,4,50003,0,1,7,1,3,4,3
20,14,0,13,50,2,2,26,C,3,2,0,3,2,1,350,3,63,3,1,1,50002,0,1,7,13,1,32,4
30,3,1,8,2,32,0,3,J,8,0,2,0,1,2,360,3,62,4,1,3,50002,1,6,3,13,1,1,3
30,12,3,8,1,32,5,26,U,8,5,0,2,1,10,350,3,65,1,1,1,50020,2,2,1,1,1,4,3
20,4,1,30,2,16,5,10,F,1,1,2,0,2,1,320,3,64,2,2,1,50042,1,1,1,1,1,1,3
20,14,1,30,50,8,4,10,X,2,1,0,3,13,10,320,0,62,3,1,4,50002,2,1,2,52,2,1,4
30,1,3,30,1,64,2,10,S,2,1,0,3,41,3,310,5,64,3,1,2,50004,0,6,3,1,1,1,4
20,4,1,30,2,16,0,10,C,2,1,0,3,1,1,340,2,63,3,2,3,50042,0,6,1,1,3,4,2
20,8,2,5,1,8,5,2,M,1,2,2,3,2,2,310,3,64,1,1,1,50042,2,1,1,1,3,1,1
10,14,0,30,50,32,1,3,P,8,5,0,3,2,10,330,0,448,3,2,3,50020,2,2,1,52,3,4,2
20,8,1,1,50,1,3,8,S,1,2,0,0,13,1,350,0,448,2,1,4,50042,2,6,7,13,3,32,3
30,2,0,30,1,4,4,2,J,3,1,0,0,1,1,300,2,62,1,3,4,50004,0,6,3,52,2,1,2
10,6,2,2,1,32,1,26,D,2,1,0,0,41,2,320,3,64,4,2,3,50002,0,1,3,13,3,32,4
30,5,0,5,50,8,2,8,P,1,2,2,1,41,2,310,0,448,1,2,3,50042,1,6,7,13,2,1,1
30,13,1,1,2,2,3,2,P,3,2,0,2,2,3,370,3,66,2,2,4,50004,2,6,1,13,2,1,3
20,6,0,8,2,8,1,3,L,3,5,0,1,1,10,330,2,63,2,2,3,50004,1,2,3,13,2,32,1
20,14,3,2,2,64,0,2,P,8,2,2,1,1,3,310,3,64,2,1,2,50002,1,1,7,1,2,4,3
10,13,2,1,50,8,0,26,L,8,0,0,3,13,10,340,2,64,5,3,3,50002,0,1,3,52,2,1,1
10,6,2,30,2,8,1,2,M,2,5,2,2,1,3,340,0,66,2,2,4,50042,2,2,3,1,1,1,2
30,10,1,13,50,32,2,8,M,8,0,2,0,1,1,340,2,63,2,3,4,50004,0,2,7,13,1,32,2
10,9,1,5,1,16,3,2,D,8,2,2,1,1,3,360,5,63,3,1,4,50002,0,1,2,52,2,4,4
20,3,2,25,1,16,1,8,F,8,2,2,0,13,3,330,5,448,2,3,4,50042,0,2,7,52,1,1,4
10,0,0,8,1,64,1,10,L,1,0,2,3,41,1,320,5,448,1,1,3,50003,2,1,7,52,1,32,1
10,2,2,3,1,1,1,2,B,8,1,0,2,41,3,340,0,448,5,3,4,50002,2,1,2,1,1,1,4
10,11,3,8,1,8,3,26,S,3,5,0,3,2,1,320,0,448,4,2,4,50002,0,2,1,1,3,4,3
30,5,3,13,50,8,4,10,D,3,0,0,0,41,10,340,5,66,2,3,4,50042,1,1,7,52,3,1,1
20,10,2,1,2,16,4,3,U,8,5,2,2,1,10,350,5,64,1,2,1,50003,0,2,7,52,2,32,1
10,13,3,1,1,32,2,3,P,3,5,0,2,13,1,290,0,62,3,2,1,50042,2,2,1,52,3,1,2
20,6,2,5,2,4,5,26,X,8,0,2,0,41,1,310,5,448,5,3,2,50003,2,6,2,52,2,1,3
30,11,0,25,50,4,4,10,D,2,0,0,2,1,1,360,2,63,5,1,3,50004,2,2,3,1,1,4,2
10,11,2,30,1,64,0,3,S,1,2,2,0,2,3,320,0,448,1,2,1,50002,0,6,3,52,1,1,1
20,0,3,25,50,4,5,3,M,8,1,0,0,1,1,300,2,62,1,1,3,50002,2,6,3,52,3,4,1
30,13,2,13,1,2,0,3,X,3,0,2,3,41,3,290,2,448,4,3,1,50003,0,2,2,13,3,1,2
10,13,2,8,1,32,5,26,B,3,5,2,2,2,1,350,0,62,1,2,2,50042,2,2,7,1,1,4,4
10,7,1,1,2,32,2,26,X,3,1,0,1,2,2,360,5,66,5,3,2,50042,0,6,1,52,1,1,1
20,6,3,4,1,8,5,3,J,3,1,0,1,2,1,330,2,65,4,1,2,50002,2,6,7,13,1,1,2
10,6,1,4,2,1,2,3,L,3,2,2,2,2,2,340,5,62,4,2,3,50042,0,1,3,52,2,4,1
10,0,2,4,1,2,2,26,B,8,0,2,1,2,2,330,5,65,4,1,2,50003,2,1,7,52,2,1,3
30,4,3,25,1,8,2,8,D,2,5,0,2,1,3,300,2,63,1,1,1,50020,1,2,2,1,3,1,2
10,6,2,3,50,1,0,8,B,3,0,0,1,13,3,330,2,66,5,1,2,50003,0,6,2,1,2,32,1
30,1,1,13,50,32,1,2,P,8,2,2,1,1,1,350,5,65,1,3,1,50042,1,2,2,1,3,4,1
30,14,2,13,2,2,4,8,R,8,1,0,3,1,3,330,5,448,2,3,2,50004,2,6,7,13,2,32,2
30,2,3,30,50,16,3,2,B,3,1,2,1,2,1,290,5,62,1,1,3,50004,2,1,2,13,1,32,3
30,0,0,3,1,32,0,8,B,3,0,0,1,2,3,300,3,63,3,2,4,50002,2,2,3,1,3,32,1
30,0,2,2,1,16,4,10,C,1,5,0,2,41,2,300,0,63,4,2,3,50003,0,1,2,13,1,4,3
30,7,2,3,2,16,1,2,X,1,5,0,2,1,2,360,2,65,4,3,1,50002,0,1,1,1,1,1,3
20,6,1,4,50,64,2,3,D,2,2,0,3,1,2,360,3,63,3,1,1,50002,0,1,1,1,3,1,4
20,14,0,4,2,32,4,3,S,1,1,2,3,41,3,370,0,63,3,1,2,50042,2,2,3,1,3,1,4
20,1,1,8,1,1,2,26,D,3,2,2,2,41,10,320,5,62,3,2,3,50020,1,1,3,13,3,32,4
30,7,0,13,2,32,4,3,A,1,1,2,3,41,2,340,5,448,3,3,1,50002,0,2,3,1,3,4,3
10,1,1,1,50,2,1,26,X,1,2,0,1,1,2,290,3,64,4,2,3,50003,1,1,2,1,1,4,1
10,9,3,13,1,16,1,26,U,2,1,2,2,1,2,310,5,63,5,3,2,50004,2,6,1,1,3,4,4
30,14,2,8,2,16,5,2,J,1,1,2,1,13,1,360,0,64,1,3,3,50003,1,6,1,13,2,32,3
30,7,1,25,1,64,5,8,P,2,2,2,1,2,3,340,0,448,1,1,2,50003,1,2,7,1,2,4,1
30,8,2,25,1,64,2,10,X,3,0,2,1,1,3,320,0,62,2,3,4,50042,2,1,1,13,1,4,1
10,12,2,13,50,16,2,8,U,2,2,0,1,2,1,350,5,448,4,3,1,50042,0,6,2,1,2,4,2
30,6,2,8,1,1,4,8,C,8,0,0,2,41,10,350,3,65,1,3,2,50020,2,2,1,52,2,1,2
30,13,2,13,1,32,3,10,L,2,5,2,0,13,1,340,5,64,1,2,1,50002,1,2,3,13,2,1,1
20,7,1,13,1,2,0,10,X,8,0,0,2,13,1,350,3,65,5,2,4,50042,1,6,7,1,2,4,1
10,5,2,3,2,1,4,26,F,1,2,2,1,41,3,310,0,63,4,3,3,50003,1,6,1,52,1,32,2
30,2,1,2,50,2,5,8,M,2,2,0,0,41,2,320,2,64,5,2,2,50002,0,2,2,13,3,32,4
10,14,3,1,2,64,5,8,J,3,0,2,3,2,2,310,2,62,2,3,3,50020,0,1,2,13,2,4,3
20,9,2,25,50,2,2,8,R,1,5,0,3,13,1,320,0,64,3,2,1,50003,0,6,3,1,2,1,1
10,10,2,8,1,2,2,8,B,8,0,0,1,13,2,370,3,64,2,1,1,50003,1,1,1,13,1,1,1
30,12,2,8,50,4,3,3,U,8,2,2,3,13,10,360,0,62,3,1,3,50042,0,1,2,13,1,1,4
10,6,2,13,1,4,0,10,J,8,2,2,2,2,1,340,5,64,1,3,1,50004,0,1,3,13,3,4,2
30,9,2,25,1,64,1,3,A,3,0,0,0,13,2,370,2,65,2,2,1,50020,0,6,2,1,2,4,1
10,5,2,5,50,1,3,2,X,2,2,2,3,41,3,350,3,448,2,3,1,50004,0,1,2,52,2,1,1
30,6,2,30,50,4,5,3,F,1,0,0,2,13,1,300,3,65,1,2,1,50002,2,2,7,52,1,1,1
10,12,2,2,2,16,4,3,R,8,0,0,3,1,3,290,3,66,5,1,3,50003,2,1,1,1,3,1,1
20,9,3,4,2,64,0,3,X,8,5,0,1,41,1,350,2,64,3,3,4,50020,1,2,2,1,3,32,2
30,13,1,8,50,32,0,26,C,1,0,0,2,41,3,370,0,66,1,2,4,50002,1,1,1,13,1,4,1
10,4,3,25,2,2,3,3,A,2,0,2,2,1,1,340,0,62,3,2,1,50004,2,2,3,13,1,32,3
30,4,3,25,1,32,5,8,X,1,2,0,3,2,2,290,3,448,5,3,4,50003,1,1,7,1,2,32,2
10,9,1,3,1,16,4,3,D,2,5,2,2,41,1,290,0,66,3,3,3,50003,0,1,3,1,2,1,3
10,8,2,5,50,16,5,2,R,8,2,0,0,13,2,300,0,63,4,3,3,50042,2,6,3,13,1,1,4
30,0,2,4,2,16,2,2,P,2,1,0,2,1,1,370,2,64,2,3,4,50003,1,1,1,52,3,32,1
20,1,1,5,1,32,1,3,B,3,5,0,1,41,3,290,2,66,3,2,3,50020,1,1,3,1,1,32,1
30,12,0,25,2,64,5,8,J,2,2,2,2,1,2,360,2,448,3,2,4,50020,1,1,1,1,3,4,2
30,6,0,4,50,2,2,10,B,1,1,2,0,2,3,360,3,62,1,3,4,50002,2,6,2,13,2,32,4
20,0,1,3,2,8,0,3,D,3,1,0,3,41,2,340,3,62,5,2,3,50002,1,6,3,52,1,1,3
30,0,1,30,1,2,2,10,M,3,2,2,1,13,3,320,3,66,2,1,4,50004,1,1,2,52,1,1,3
30,4,2,3,1,1,1,3,U,3,2,0,0,1,10,360,3,448,4,3,1,50042,1,1,2,52,1,1,2
30,11,1,1,50,64,4,8,R,1,1,2,1,2,10,350,2,62,2,2,2,50003,2,2,7,52,3,1,2
10,6,2,30,1,2,2,26,U,3,0,2,3,1,1,300,5,66,2,2,2,50004,1,6,1,13,2,1,2
20,2,2,13,1,16,0,26,D,2,0,2,3,41,3,360,0,65,2,2,2,50003,0,6,3,52,1,4,4
30,8,1,5,1,8,4,3,L,2,5,2,3,41,3,350,5,62,5,1,2,50002,1,6,7,13,3,1,4
20,11,1,1,2,4,5,2,L,3,0,2,0,1,3,330,2,64,3,2,2,50002,0,1,2,52,1,32,1
20,1,2,8,50,16,0,8,P,1,0,0,3,2,2,300,2,65,5,1,1,50002,1,6,3,52,2,32,4
20,0,3,5,50,2,4,26,U,3,2,2,3,13,3,300,5,64,4,1,3,50020,0,6,3,52,3,32,2
10,5,3,8,1,2,0,10,F,1,2,2,3,13,10,320,0,448,2,3,2,50042,2,1,3,52,3,1,3
20,12,1,2,2,32,3,3,P,2,1,2,1,41,1,290,2,66,5,3,4,50004,0,1,7,13,3,32,4
30,5,0,25,1,16,0,3,A,2,2,0,1,1,1,340,2,63,2,2,2,50003,1,6,2,13,1,1,2
20,11,3,4,50,16,5,2,P,8,1,0,1,1,1,340,2,64,5,3,2,50042,0,1,7,52,1,1,1
20,7,3,2,2,2,1,8,C,2,1,2,0,1,3,370,5,63,4,3,3,50004,2,2,7,13,3,4,4
30,6,1,25,50,4,5,26,M,2,2,0,1,2,2,340,3,65,5,2,2,50004,2,1,3,1,3,1,1
